file,model,peft_method,learning_rate,epochs,category,accuracy_ambig,accuracy_disambig,bias_score_dis,bias_score_amb,unknown_dis
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Age,0.21875,0.8303571428571429,0.12852664576802497,0.3406317787418655,23
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Disability_status,0.15051903114186851,0.8269896193771626,0.0922242314647379,0.37284911302822965,18
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Gender_identity,0.3137019230769231,0.8876201923076923,0.09137709137709127,0.1939691378765119,92
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Nationality,0.31063829787234043,0.9478723404255319,0.08235294117647052,0.13898421413864107,5
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Physical_appearance,0.2465986394557823,0.7738095238095238,0.06810035842293916,0.5761304521808723,26
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Race_ethnicity,0.29035639412997905,0.8925576519916143,0.007700770077007757,0.056821996911300625,50
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Religion,0.38235294117647056,0.8470588235294118,0.03592814371257491,0.2614579574160953,6
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,SES,0.3407258064516129,0.8659274193548387,0.19999999999999996,0.2624295333542124,7
gemma_ia3_lr2e-5_e1_bbq.csv,gemma,ia3,2e-5,1,Sexual_orientation,0.390625,0.84765625,0.024590163934426146,0.17773437500000006,12
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Age,0.25892857142857145,0.8348214285714286,0.12480252764612954,0.3233766233766233,22
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Disability_status,0.17301038062283736,0.8217993079584776,0.12028725314183131,0.4068101360908445,11
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Gender_identity,0.31850961538461536,0.8713942307692307,0.08684210526315783,0.18427245831091982,85
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Nationality,0.35319148936170214,0.9425531914893617,0.0712742980561556,0.12073758865248234,11
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Physical_appearance,0.2653061224489796,0.7755102040816326,0.06785714285714284,0.5570349046419575,22
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Race_ethnicity,0.2730607966457023,0.8941299790356394,0.004390779363337094,0.06006050398083946,40
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Religion,0.4294117647058823,0.8235294117647058,0.02114803625377637,0.2387567793074677,9
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,SES,0.36794354838709675,0.8679435483870968,0.19266055045871555,0.23595144131777626,10
gemma_ia3_lr2e-5_e5_bbq.csv,gemma,ia3,2e-5,5,Sexual_orientation,0.44921875,0.82421875,0.01680672268907557,0.12778124999999999,16
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Age,0.18601190476190477,0.8407738095238095,0.1032357473035439,0.331999285221335,15
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Disability_status,0.09688581314878893,0.7993079584775087,0.145945945945946,0.4757144687940536,16
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Gender_identity,0.2668269230769231,0.8912259615384616,0.09429280397022333,0.21704309805149072,52
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Nationality,0.3021276595744681,0.9329787234042554,0.03358613217768158,0.12032281731474681,15
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Physical_appearance,0.1870748299319728,0.7840136054421769,0.05653710247349819,0.5887926286488336,19
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Race_ethnicity,0.3018867924528302,0.8689727463312369,0.00328947368421062,0.07091167432177901,61
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Religion,0.3176470588235294,0.8235294117647058,0.008955223880596996,0.2299642508937276,5
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,SES,0.2550403225806452,0.8629032258064516,0.19838056680161942,0.2928901295836779,4
gemma_lora_lr2e-5_e1_bbq.csv,gemma,lora,2e-5,1,Sexual_orientation,0.37109375,0.80078125,0.03305785123966931,0.21526321308724836,13
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Age,0.17559523809523808,0.8467261904761905,0.07669172932330826,0.37502334267040144,3
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Disability_status,0.07785467128027682,0.8200692041522492,0.13134851138353776,0.4493428314113719,7
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Gender_identity,0.28064903846153844,0.8768028846153846,0.09203980099502496,0.18952131102071004,55
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Nationality,0.2904255319148936,0.9170212765957447,0.07659115426105711,0.13479371615953628,12
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Physical_appearance,0.14965986394557823,0.7891156462585034,0.0433275563258233,0.6033533745448386,8
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Race_ethnicity,0.2783018867924528,0.8715932914046122,0.014778325123152802,0.05569952243012601,56
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Religion,0.31470588235294117,0.8176470588235294,0.032835820895522394,0.19476780185758513,5
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,SES,0.2399193548387097,0.8669354838709677,0.19756838905775087,0.2735455069124424,5
gemma_lora_lr2e-5_e5_bbq.csv,gemma,lora,2e-5,5,Sexual_orientation,0.3125,0.81640625,0.020746887966804906,0.21838235294117647,15
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Age,0.17708333333333334,0.6875,0.15191986644407351,0.20246362433862433,32
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Disability_status,0.09515570934256055,0.7491349480968859,0.06474820143884896,0.2898329368512111,22
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Gender_identity,0.17728365384615385,0.7139423076923077,0.12882562277580067,0.10555060328511565,140
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Nationality,0.1851063829787234,0.6829787234042554,0.11638954869358664,0.12250034765679314,88
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Physical_appearance,0.18197278911564627,0.6224489795918368,0.23608445297504788,0.42027086063783314,32
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Race_ethnicity,0.16666666666666666,0.6975890985324947,0.04383401519579189,0.030163236337828286,153
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Religion,0.2323529411764706,0.6647058823529411,0.09090909090909083,0.10354309165526669,18
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,SES,0.3377016129032258,0.6975806451612904,0.20925110132158586,0.12403468026900719,75
gemma_prompt_lr2e-5_e1_bbq.csv,gemma,prompt,2e-5,1,Sexual_orientation,0.18359375,0.65625,0.0043290043290042934,0.021150420984456034,24
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Age,0.10714285714285714,0.5491071428571429,-0.02180685358255452,0.021626297577854607,23
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Disability_status,0.06228373702422145,0.5795847750865052,0.053211009174311874,0.19448929898756898,32
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Gender_identity,0.13341346153846154,0.5198317307692307,0.0894064613072878,0.0469453908097759,153
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Nationality,0.10638297872340426,0.5404255319148936,0.04269662921348316,0.06509792870226849,45
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Physical_appearance,0.05782312925170068,0.5204081632653061,0.2964285714285715,0.3294947468590461,12
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Race_ethnicity,0.1090146750524109,0.549266247379455,0.04122497055359253,0.0137781235816637,118
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Religion,0.17941176470588235,0.5088235294117647,0.07641196013289031,0.1136199095022624,19
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,SES,0.1743951612903226,0.501008064516129,0.1329341317365269,0.09122067448680353,71
gemma_prompt_lr2e-5_e5_bbq.csv,gemma,prompt,2e-5,5,Sexual_orientation,0.11328125,0.55859375,-0.050000000000000044,0.003940972222222248,14
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Age,0.23511904761904762,0.75,0.09539473684210531,0.1628059858481545,38
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Disability_status,0.16089965397923875,0.7352941176470589,0.18613138686131392,0.38013522982568926,29
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Gender_identity,0.3515625,0.7644230769230769,0.10828877005347604,0.09171766815034621,165
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Nationality,0.3882978723404255,0.8382978723404255,0.11504424778761058,0.041508358662613966,27
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Physical_appearance,0.2653061224489796,0.7023809523809523,0.0972477064220183,0.48750715239366765,42
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Race_ethnicity,0.3060796645702306,0.7940251572327044,0.030439684329199634,0.06876688008763487,126
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Religion,0.47941176470588237,0.7264705882352941,0.04234527687296419,0.12481940144478838,33
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,SES,0.3689516129032258,0.7862903225806451,0.1914893617021276,0.19998741988452776,47
gemma_ptuning_lr2e-5_e1_bbq.csv,gemma,ptuning,2e-5,1,Sexual_orientation,0.3046875,0.66015625,0.058295964125560484,0.09375000000000007,31
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Age,0.15773809523809523,0.5788690476190477,0.13157894736842102,0.13693790433768163,52
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Disability_status,0.157439446366782,0.6020761245674741,0.15876288659793825,0.2858353984609366,57
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Gender_identity,0.18870192307692307,0.7475961538461539,0.08355437665782484,0.147674481417459,152
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Nationality,0.2276595744680851,0.6829787234042554,0.04562268803945746,0.06730884062981245,72
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Physical_appearance,0.1836734693877551,0.5391156462585034,0.16775599128540297,0.3720426223586779,75
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Race_ethnicity,0.2468553459119497,0.6724318658280922,0.01941747572815533,0.03707463135454537,203
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Religion,0.3176470588235294,0.5970588235294118,0.034965034965035,0.09401307189542484,43
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,SES,0.2439516129032258,0.6159274193548387,0.21445783132530116,0.10187886067261503,102
gemma_ptuning_lr2e-5_e5_bbq.csv,gemma,ptuning,2e-5,5,Sexual_orientation,0.21875,0.5703125,0.02970297029702973,0.15624999999999997,35
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Age,0.37648809523809523,0.8377976190476191,0.08841463414634143,0.3020833333333333,16
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Disability_status,0.28719723183391005,0.9480968858131488,0.045774647887323994,0.3494809688581315,10
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Gender_identity,0.6195913461538461,0.8756009615384616,0.01822916666666674,0.12680288461538458,128
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Nationality,0.7351063829787234,0.9063829787234042,0.02733485193621865,0.11382978723404254,62
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Physical_appearance,0.5119047619047619,0.7806122448979592,0.10982658959537561,0.3384353741496599,69
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Race_ethnicity,0.6561844863731656,0.9696016771488469,0.0031880977683316214,0.05450733752620542,26
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Religion,0.7323529411764705,0.7823529411764706,0.10000000000000009,0.1794117647058824,40
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,SES,0.4465725806451613,0.9274193548387096,0.13871635610766053,0.16834677419354838,26
llama_ia3_lr2e-5_e1_bbq.csv,llama,ia3,2e-5,1,Sexual_orientation,0.69140625,0.9453125,0.020242914979757165,0.07421874999999999,9
llama_ia3_lr2e-5_e5_bbq.csv,llama,ia3,2e-5,5,Age,0.39880952380952384,0.8363095238095238,0.09174311926605494,0.30357142857142855,18
llama_ia3_lr2e-5_e5_bbq.csv,llama,ia3,2e-5,5,Disability_status,0.32006920415224915,0.9394463667820069,0.060070671378091856,0.3200692041522491,12
llama_ia3_lr2e-5_e5_bbq.csv,llama,ia3,2e-5,5,Gender_identity,0.6364182692307693,0.8725961538461539,0.018372703412073532,0.12920673076923073,140
llama_ia3_lr2e-5_e5_bbq.csv,llama,ia3,2e-5,5,Nationality,0.7691489361702127,0.8925531914893617,0.032786885245901676,0.1053191489361702,86
